0.372764,	RARM_LINK0,	0.845774,	-0.330881,	1.185181,	0.688114,	0.001775,	1.126559
0.420183,	RARM_LINK0,	0.845774,	-0.330881,	1.185181,	0.680094,	0.055096,	1.173946
0.390525,	RARM_LINK0,	0.845774,	-0.330881,	1.185181,	0.681585,	0.022284,	1.156437
0.979001,	RARM_LINK0,	0.914141,	-0.467647,	1.111745,	0.873699,	-0.550794,	0.137120
0.375482,	RARM_LINK3,	0.925249,	-0.244653,	0.991247,	0.870778,	-0.463763,	0.691229
0.587546,	RARM_LINK3,	0.830428,	-0.213420,	0.984867,	0.656969,	-0.394379,	0.453476
0.893550,	RARM_LINK3,	0.838305,	-0.205317,	0.980189,	0.766342,	-0.488202,	0.135660
0.242025,	RARM_LINK3,	0.824776,	-0.228316,	1.013698,	0.782952,	-0.456837,	0.945842
0.475397,	RARM_LINK4,	0.767785,	-0.132896,	1.023273,	0.784432,	-0.523236,	0.752422
0.471616,	RARM_LINK4,	0.775286,	-0.123832,	1.014695,	0.852588,	-0.454956,	0.687889
0.631473,	RARM_LINK4,	0.755848,	-0.110029,	1.008567,	0.656969,	-0.394379,	0.453476
0.947783,	RARM_LINK4,	0.781074,	-0.100842,	1.000546,	0.766342,	-0.488202,	0.135660
0.329062,	RARM_LINK4,	0.764840,	-0.139787,	1.035880,	0.778251,	-0.455721,	0.944842
0.532547,	r_wrist,	0.725227,	-0.079445,	1.040781,	0.784432,	-0.523236,	0.752422
0.530737,	r_wrist,	0.727575,	-0.073207,	1.034762,	0.852588,	-0.454956,	0.687889
0.667696,	r_wrist,	0.726171,	-0.073036,	1.034654,	0.656969,	-0.394379,	0.453476
0.990269,	r_wrist,	0.727653,	-0.062832,	1.029078,	0.766342,	-0.488202,	0.135660
0.390248,	r_wrist,	0.721160,	-0.083605,	1.047623,	0.778251,	-0.455721,	0.944842
0.629628,	RARM_LINK6,	0.652038,	-0.012943,	1.096665,	0.784432,	-0.523236,	0.752422
0.632420,	RARM_LINK6,	0.655655,	-0.007081,	1.089415,	0.840702,	-0.455690,	0.683875
0.740569,	RARM_LINK6,	0.616365,	0.002387,	1.077472,	0.656969,	-0.394379,	0.453476
1.071457,	RARM_LINK6,	0.617577,	0.002037,	1.077794,	0.753474,	-0.486080,	0.133710
0.484426,	RARM_LINK6,	0.652038,	-0.012943,	1.096665,	0.773691,	-0.456034,	0.943242
0.665149,	RHAND_LINK0,	0.592060,	0.015395,	1.091968,	0.784432,	-0.523236,	0.752422
0.721757,	RHAND_LINK0,	0.598451,	0.025755,	1.079155,	0.796404,	-0.542062,	0.679991
0.667689,	RHAND_LINK0,	0.598451,	0.025755,	1.079155,	0.837353,	-0.446710,	0.672324
0.755917,	RHAND_LINK0,	0.598451,	0.025755,	1.079155,	0.656969,	-0.394379,	0.453476
1.086220,	RHAND_LINK0,	0.598451,	0.025755,	1.079155,	0.753474,	-0.486080,	0.133710
0.525783,	RHAND_LINK0,	0.592016,	0.013102,	1.096059,	0.773691,	-0.456034,	0.943242
0.741022,	RHAND_LINK1,	0.644707,	0.029535,	1.061145,	0.656969,	-0.394379,	0.453476
0.649232,	RHAND_LINK2,	0.681290,	0.000429,	1.122067,	0.784432,	-0.523236,	0.752422
0.650488,	RHAND_LINK2,	0.684906,	0.006291,	1.114817,	0.852588,	-0.454956,	0.687889
0.772790,	RHAND_LINK2,	0.677192,	0.008412,	1.112684,	0.656969,	-0.394379,	0.453476
1.099424,	RHAND_LINK2,	0.677192,	0.008412,	1.112684,	0.753474,	-0.486080,	0.133710
0.498872,	RHAND_LINK2,	0.681290,	0.000429,	1.122067,	0.775209,	-0.455930,	0.943774
0.722671,	RHAND_LINK3,	0.680137,	0.057389,	1.169855,	0.784432,	-0.523236,	0.752422
